Dependency,Ecosystem - Type,Repos,Vulns (H/M/L),License,Sponsor,Parent
"activity-ktx@1.8.1","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"fragment-ktx@1.8.9"
"activity@1.8.1","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"activity-ktx@1.8.1, appcompat@1.7.1, fragment@1.8.9, material@1.13.0"
"annotation-experimental@1.5.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"core@1.18.0, fragment@1.8.9, graphics-shapes-android@1.0.1, room-runtime-android@2.8.4, material@1.13.0"
"annotation-jvm@1.9.1","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"annotation@1.9.1"
"annotation@1.9.1","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"activity@1.8.1, appcompat-resources@1.7.1, appcompat@1.7.1, core-common@2.2.0, core-runtime@2.2.0, cardview@1.0.0, collection-jvm@1.5.0, concurrent-futures@1.1.0, coordinatorlayout@1.2.0, core-ktx@1.18.0, core@1.18.0, cursoradapter@1.0.0, customview@1.1.0, drawerlayout@1.1.1, emoji2@1.3.0, fragment@1.8.9, graphics-shapes-android@1.0.1, interpolator@1.0.0, lifecycle-common-java8@2.6.2, lifecycle-common@2.6.2, lifecycle-process@2.6.2, lifecycle-runtime-ktx@2.6.2, lifecycle-runtime@2.6.2, lifecycle-viewmodel-savedstate@2.6.2, lifecycle-viewmodel@2.6.2, loader@1.0.0, profileinstaller@1.3.1, recyclerview@1.2.1, resourceinspection-annotation@1.0.1, room-common-jvm@2.8.4, room-runtime-android@2.8.4, savedstate@1.2.1, sqlite-android@2.6.2, sqlite-framework-android@2.6.2, startup-runtime@1.1.1, swiperefreshlayout@1.1.0, tracing@1.2.0, transition@1.7.0, vectordrawable@1.1.0, versionedparcelable@1.1.1, viewpager@1.0.0, viewpager2@1.0.0, hermes-android@250829098.0.14, material@1.13.0"
"appcompat-resources@1.7.1","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"appcompat@1.7.1"
"appcompat@1.7.1","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"constraintlayout@2.1.0, material@1.13.0, react-native-gesture-handler@unspecified, react-native-screens@unspecified"
"core-common@2.2.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"core-runtime@2.2.0, lifecycle-livedata-core@2.6.2, lifecycle-livedata@2.6.2, lifecycle-runtime@2.6.2, savedstate@1.2.1"
"core-runtime@2.2.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"lifecycle-livedata-core@2.6.2, lifecycle-livedata@2.6.2, lifecycle-runtime@2.6.2, room-runtime-android@2.8.4"
"cardview@1.0.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"material@1.13.0"
"collection-jvm@1.5.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"collection@1.5.0"
"collection-ktx@1.5.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"fragment-ktx@1.8.9"
"collection@1.5.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"activity@1.8.1, appcompat-resources@1.7.1, appcompat@1.7.1, collection-ktx@1.5.0, coordinatorlayout@1.2.0, core@1.18.0, customview@1.1.0, dynamicanimation@1.1.0, emoji2-views-helper@1.3.0, emoji2@1.3.0, fragment@1.8.9, graphics-shapes-android@1.0.1, recyclerview@1.2.1, room-runtime-android@2.8.4, transition@1.7.0, vectordrawable-animated@1.1.0, vectordrawable@1.1.0, versionedparcelable@1.1.1, viewpager2@1.0.0"
"concurrent-futures@1.1.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"core@1.18.0, profileinstaller@1.3.1"
"constraintlayout-core@1.0.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"constraintlayout@2.1.0"
"constraintlayout@2.1.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"material@1.13.0"
"coordinatorlayout@1.2.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"material@1.13.0, react-native-screens@unspecified"
"core-ktx@1.18.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"activity-ktx@1.8.1, appcompat@1.7.1, fragment-ktx@1.8.9, fragment@1.8.9, graphics-shapes-android@1.0.1, lifecycle-viewmodel-savedstate@2.6.2, react-native-gesture-handler@unspecified, react-native-reanimated@4.5.3, react-native-screens@unspecified, react-native-worklets@0.11.1"
"core-viewtree@1.0.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"core@1.18.0"
"core@1.18.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"activity@1.8.1, appcompat-resources@1.7.1, appcompat@1.7.1, constraintlayout@2.1.0, coordinatorlayout@1.2.0, core-ktx@1.18.0, customview@1.1.0, drawerlayout@1.1.1, dynamicanimation@1.1.0, emoji2-views-helper@1.3.0, emoji2@1.3.0, loader@1.0.0, recyclerview@1.2.1, swiperefreshlayout@1.1.0, transition@1.7.0, vectordrawable@1.1.0, viewpager@1.0.0, viewpager2@1.0.0, fbcore@3.6.0, material@1.13.0, sentry-android-core@8.49.0, cronet-embedded@143.7445.0, react-native-reanimated@4.5.3, react-native-worklets@0.11.1"
"cursoradapter@1.0.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"appcompat@1.7.1"
"customview@1.1.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"coordinatorlayout@1.2.0, drawerlayout@1.1.1, recyclerview@1.2.1, viewpager@1.0.0"
"drawerlayout@1.1.1","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"appcompat@1.7.1, material@1.13.0"
"dynamicanimation@1.1.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"transition@1.7.0, material@1.13.0"
"emoji2-views-helper@1.3.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"appcompat@1.7.1"
"emoji2@1.3.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"appcompat@1.7.1, emoji2-views-helper@1.3.0"
"fragment-ktx@1.8.9","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"react-native-screens@unspecified"
"fragment@1.8.9","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"appcompat@1.7.1, fragment-ktx@1.8.9, viewpager2@1.0.0, material@1.13.0"
"graphics-shapes-android@1.0.1","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"graphics-shapes@1.0.1"
"graphics-shapes@1.0.1","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"material@1.13.0"
"interpolator@1.0.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"core@1.18.0, swiperefreshlayout@1.1.0, vectordrawable-animated@1.1.0"
"lifecycle-common-java8@2.6.2","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"sentry-android-core@8.49.0"
"lifecycle-common@2.6.2","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"core@1.18.0, lifecycle-common-java8@2.6.2, lifecycle-livedata-core@2.6.2, lifecycle-runtime@2.6.2, savedstate@1.2.1"
"lifecycle-livedata-core-ktx@2.6.2","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"fragment-ktx@1.8.9"
"lifecycle-livedata-core@2.6.2","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"fragment@1.8.9, lifecycle-livedata-core-ktx@2.6.2, lifecycle-livedata@2.6.2, lifecycle-viewmodel-savedstate@2.6.2"
"lifecycle-livedata@2.6.2","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"loader@1.0.0"
"lifecycle-process@2.6.2","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"emoji2@1.3.0, sentry-android-core@8.49.0"
"lifecycle-runtime-ktx@2.6.2","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"activity-ktx@1.8.1"
"lifecycle-runtime@2.6.2","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"activity@1.8.1, appcompat@1.7.1, core@1.18.0, fragment@1.8.9, lifecycle-process@2.6.2, lifecycle-runtime-ktx@2.6.2, material@1.13.0"
"lifecycle-viewmodel-ktx@2.6.2","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"activity-ktx@1.8.1, fragment-ktx@1.8.9"
"lifecycle-viewmodel-savedstate@2.6.2","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"activity@1.8.1, fragment@1.8.9"
"lifecycle-viewmodel@2.6.2","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"activity@1.8.1, appcompat@1.7.1, fragment@1.8.9, lifecycle-viewmodel-ktx@2.6.2, lifecycle-viewmodel-savedstate@2.6.2, loader@1.0.0"
"loader@1.0.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"fragment@1.8.9"
"profileinstaller@1.3.1","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"activity@1.8.1, appcompat@1.7.1, fragment@1.8.9, lifecycle-runtime@2.6.2"
"recyclerview@1.2.1","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"viewpager2@1.0.0, material@1.13.0"
"resourceinspection-annotation@1.0.1","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"appcompat@1.7.1, material@1.13.0"
"room-common-jvm@2.8.4","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"room-common@2.8.4"
"room-common@2.8.4","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"room-ktx@2.8.4, room-runtime-android@2.8.4"
"room-ktx@2.8.4","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"react-native-async-storage_async-storage@unspecified"
"room-runtime-android@2.8.4","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"room-runtime@2.8.4"
"room-runtime@2.8.4","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"room-ktx@2.8.4, shared-storage-android@1.0.1, react-native-async-storage_async-storage@unspecified"
"savedstate-ktx@1.2.1","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"activity-ktx@1.8.1, fragment-ktx@1.8.9"
"savedstate@1.2.1","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"activity@1.8.1, appcompat@1.7.1, fragment@1.8.9, lifecycle-viewmodel-savedstate@2.6.2, savedstate-ktx@1.2.1"
"sqlite-android@2.6.2","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"sqlite@2.6.2"
"sqlite-bundled-android@2.6.2","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"sqlite-bundled@2.6.2"
"sqlite-bundled@2.6.2","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"shared-storage-android@1.0.1"
"sqlite-framework-android@2.6.2","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"sqlite-framework@2.6.2"
"sqlite-framework@2.6.2","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"room-runtime-android@2.8.4"
"sqlite@2.6.2","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"room-runtime-android@2.8.4, sqlite-bundled-android@2.6.2, sqlite-framework-android@2.6.2"
"startup-runtime@1.1.1","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"emoji2@1.3.0, lifecycle-process@2.6.2, profileinstaller@1.3.1"
"swiperefreshlayout@1.1.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"react-native-screens@unspecified"
"tracing@1.2.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"activity@1.8.1, core@1.18.0, startup-runtime@1.1.1"
"transition-ktx@1.7.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"react-native-screens@unspecified"
"transition@1.7.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"transition-ktx@1.7.0, material@1.13.0, react-native-reanimated@4.5.3, react-native-worklets@0.11.1"
"vectordrawable-animated@1.1.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"appcompat-resources@1.7.1"
"vectordrawable@1.1.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"appcompat-resources@1.7.1, vectordrawable-animated@1.1.0, material@1.13.0"
"versionedparcelable@1.1.1","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"core@1.18.0"
"viewpager@1.0.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"fragment@1.8.9"
"viewpager2@1.0.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"material@1.13.0"
"kermit-android-debug@2.0.4","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"kermit@2.0.4"
"kermit-android@2.0.4","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"kermit@2.0.4"
"kermit-core-android-debug@2.0.4","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"kermit-core@2.0.4"
"kermit-core-android@2.0.4","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"kermit-core@2.0.4"
"kermit-core@2.0.4","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"kermit-android-debug@2.0.4, kermit-android@2.0.4"
"kermit@2.0.4","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"shared-storage-android@1.0.1"
"epitaph@0.1.1","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","MIT",No,"sentry-android-core@8.49.0"
"ddmlib@31.12.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"android-device-provider-ddmlib@31.12.0"
"proto@31.12.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"android-test-plugin-host-emulator-control@31.12.0"
"android-device-provider-ddmlib-proto@31.12.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"android-device-provider-ddmlib@31.12.0"
"android-device-provider-ddmlib@31.12.0","Maven - direct","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,Direct
"android-device-provider-gradle-proto@31.12.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"android-device-provider-gradle@31.12.0"
"android-device-provider-gradle@31.12.0","Maven - direct","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,Direct
"android-device-provider-profile-proto@31.12.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"android-device-provider-profile@31.12.0"
"android-device-provider-profile@31.12.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"android-device-provider-ddmlib@31.12.0, android-device-provider-gradle@31.12.0"
"android-test-plugin-host-additional-test-output-proto@31.12.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"android-test-plugin-host-additional-test-output@31.12.0"
"android-test-plugin-host-additional-test-output@31.12.0","Maven - direct","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,Direct
"android-test-plugin-host-apk-installer-proto@31.12.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"android-test-plugin-host-apk-installer@31.12.0"
"android-test-plugin-host-apk-installer@31.12.0","Maven - direct","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,Direct
"android-test-plugin-host-coverage-proto@31.12.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"android-test-plugin-host-coverage@31.12.0"
"android-test-plugin-host-coverage@31.12.0","Maven - direct","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,Direct
"android-test-plugin-host-device-info-proto@31.12.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"android-test-plugin-host-device-info@31.12.0"
"android-test-plugin-host-device-info@31.12.0","Maven - direct","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,Direct
"android-test-plugin-host-emulator-control-proto@31.12.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"android-test-plugin-host-emulator-control@31.12.0"
"android-test-plugin-host-emulator-control@31.12.0","Maven - direct","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,Direct
"android-test-plugin-host-logcat-proto@31.12.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"android-test-plugin-host-logcat@31.12.0"
"android-test-plugin-host-logcat@31.12.0","Maven - direct","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,Direct
"android-test-plugin-result-listener-gradle-proto@31.12.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"android-test-plugin-result-listener-gradle@31.12.0"
"android-test-plugin-result-listener-gradle@31.12.0","Maven - direct","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,Direct
"utp-common@31.12.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"android-test-plugin-host-additional-test-output@31.12.0, android-test-plugin-host-device-info@31.12.0, android-test-plugin-host-logcat@31.12.0"
"annotations@31.12.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"common@31.12.0"
"common@31.12.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"ddmlib@31.12.0, android-device-provider-ddmlib@31.12.0, android-device-provider-gradle@31.12.0, android-device-provider-profile@31.12.0, android-test-plugin-host-additional-test-output@31.12.0, android-test-plugin-host-apk-installer@31.12.0, android-test-plugin-host-coverage@31.12.0, android-test-plugin-host-device-info@31.12.0, android-test-plugin-host-emulator-control@31.12.0, android-test-plugin-host-logcat@31.12.0, android-test-plugin-result-listener-gradle@31.12.0, utp-common@31.12.0"
"fbjni@0.7.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","APACHE-2",No,"hermes-android@250829098.0.14"
"drawee@3.6.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","MIT",No,"fresco@3.6.0"
"fbcore@3.6.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","MIT",No,"drawee@3.6.0, fresco@3.6.0, imagepipeline-base@3.6.0, imagepipeline-native@3.6.0, imagepipeline-okhttp3@3.6.0, imagepipeline@3.6.0, memory-type-ashmem@3.6.0, memory-type-java@3.6.0, memory-type-native@3.6.0, middleware@3.6.0, nativeimagefilters@3.6.0, nativeimagetranscoder@3.6.0, soloader@3.6.0, ui-common@3.6.0, urimod@3.6.0"
"fresco@3.6.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","MIT",No,"react-native-svg@unspecified"
"imagepipeline-base@3.6.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","MIT",No,"imagepipeline@3.6.0, nativeimagetranscoder@3.6.0"
"imagepipeline-native@3.6.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","MIT",No,"drawee@3.6.0, fresco@3.6.0, imagepipeline-okhttp3@3.6.0, memory-type-java@3.6.0, memory-type-native@3.6.0, nativeimagefilters@3.6.0"
"imagepipeline-okhttp3@3.6.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","MIT",No,"react-native-svg@unspecified"
"imagepipeline@3.6.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","MIT",No,"drawee@3.6.0, fresco@3.6.0, imagepipeline-native@3.6.0, imagepipeline-okhttp3@3.6.0, memory-type-ashmem@3.6.0, memory-type-java@3.6.0, memory-type-native@3.6.0, nativeimagefilters@3.6.0"
"memory-type-ashmem@3.6.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","MIT",No,"drawee@3.6.0, fresco@3.6.0, imagepipeline-okhttp3@3.6.0, nativeimagefilters@3.6.0"
"memory-type-java@3.6.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","MIT",No,"drawee@3.6.0, fresco@3.6.0, imagepipeline-okhttp3@3.6.0, nativeimagefilters@3.6.0"
"memory-type-native@3.6.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","MIT",No,"drawee@3.6.0, fresco@3.6.0, imagepipeline-okhttp3@3.6.0, nativeimagefilters@3.6.0"
"middleware@3.6.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","MIT",No,"drawee@3.6.0, fresco@3.6.0, imagepipeline-base@3.6.0, imagepipeline-okhttp3@3.6.0, imagepipeline@3.6.0, vito-source@3.6.0, react-native-svg@unspecified"
"nativeimagefilters@3.6.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","MIT",No,"fresco@3.6.0"
"nativeimagetranscoder@3.6.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","MIT",No,"fresco@3.6.0"
"soloader@3.6.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","MIT",No,"fresco@3.6.0"
"ui-common@3.6.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","MIT",No,"drawee@3.6.0, fresco@3.6.0, middleware@3.6.0"
"ui-core@3.6.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","MIT",No,"drawee@3.6.0, fresco@3.6.0, urimod@3.6.0"
"urimod@3.6.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","MIT",No,"imagepipeline@3.6.0"
"vito-source@3.6.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","MIT",No,"urimod@3.6.0"
"hermes-android@250829098.0.14","Maven - direct","upload/upload/bom","H:0 M:0 L:0","MIT",No,Direct
"infer-annotation@0.18.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","MIT",No,"imagepipeline-base@3.6.0"
"react-android@0.86.0","Maven - direct","upload/upload/bom","H:0 M:0 L:0","MIT",No,Direct
"nativeloader@0.10.5","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2",No,"fbjni@0.7.0"
"proguard-annotations@1.19.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","MIT",No,"hermes-android@250829098.0.14, react-native-reanimated@4.5.3, react-native-worklets@0.11.1"
"material@1.13.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"react-native-screens@unspecified"
"annotations@4.1.1.4","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"grpc-core@1.57.2, grpc-core@1.69.1"
"proto-google-common-protos@2.17.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"android-device-provider-local@0.0.9-alpha03, core@0.0.9-alpha03, grpc-protobuf@1.57.2"
"proto-google-common-protos@2.48.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"android-device-provider-local@0.0.9-alpha03, grpc-protobuf@1.69.1"
"auto-service-annotations@1.1.1","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"auto-service@1.1.1"
"auto-service@1.1.1","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"android-device-provider-local@0.0.9-alpha03, android-driver-instrumentation@0.0.9-alpha03, android-test-plugin@0.0.9-alpha03"
"auto-common@1.2.1","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"auto-service@1.1.1"
"jsr305@3.0.1","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"infer-annotation@0.18.0, cronet-embedded@143.7445.0, httpengine-native-provider@143.7445.0"
"jsr305@3.0.2","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"guava@32.0.1-jre, guava@33.3.1-jre, protobuf-java-util@3.22.3, protobuf-java-util@3.24.4, grpc-api@1.57.2, grpc-api@1.69.1, grpc-protobuf-lite@1.57.2, grpc-protobuf-lite@1.69.1, grpc-protobuf@1.57.2, grpc-protobuf@1.69.1"
"gson@2.10.1","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"protobuf-java-util@3.22.3, grpc-core@1.57.2"
"gson@2.11.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"proto@31.12.0, android-test-plugin-host-emulator-control@31.12.0, android-test-plugin-result-listener-gradle-proto@31.12.0, android-test-plugin-result-listener-gradle@31.12.0, tink@1.7.0, protobuf-java-util@3.24.4, grpc-core@1.69.1"
"gson@2.8.9","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"protobuf-java-util@3.24.4"
"tink@1.7.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"android-test-plugin-host-emulator-control@31.12.0"
"dagger@2.48","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"android-device-provider-local@0.0.9-alpha03, android-driver-instrumentation@0.0.9-alpha03, core@0.0.9-alpha03"
"error_prone_annotations@2.15.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"material@1.13.0"
"error_prone_annotations@2.23.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"guava@32.0.1-jre, protobuf-java-util@3.22.3, protobuf-java-util@3.24.4, android-driver-instrumentation@0.0.9-alpha03, android-test-plugin@0.0.9-alpha03, core@0.0.9-alpha03, launcher@0.0.9-alpha03, grpc-api@1.57.2, grpc-core@1.57.2, grpc-netty@1.57.2, grpc-services@1.57.2, grpc-stub@1.57.2"
"error_prone_annotations@2.28.0","Maven - transitive","upload/upload/bom","H:0 M:0 L:0","Apache-2.0",No,"guava@33.3.1-jre, protobuf-java-util@3.24.4, android-device-provider-local@0.0.9-alpha03, launcher@0.0.9-alpha03"
